timeOpen,timeClose,timeHigh,timeLow,priceOpen,priceHigh,priceLow,priceClose,volume
1.73478E+12,1.73487E+12,1.73481E+12,1.73487E+12,0.123152623,0.129185731,0.117141041,0.118729291,157875501.6
1.7347E+12,1.73478E+12,1.73471E+12,1.73474E+12,0.120967527,0.12673657,0.11052903,0.123152623,340212392.1
1.73461E+12,1.7347E+12,1.73465E+12,1.73468E+12,0.127320793,0.132108964,0.115672369,0.1209681,319781175.9
1.73452E+12,1.73461E+12,1.73452E+12,1.7346E+12,0.139404506,0.139475591,0.124922929,0.127316087,270143451.2
1.73444E+12,1.73452E+12,1.73444E+12,1.73452E+12,0.148242246,0.148242246,0.138301914,0.139406663,251160362.2
1.73435E+12,1.73444E+12,1.73435E+12,1.73443E+12,0.156611451,0.157828176,0.148081766,0.148242246,216871538.7
1.73426E+12,1.73435E+12,1.73432E+12,1.73434E+12,0.156787114,0.157938668,0.152261255,0.156611451,117202314.6
1.73418E+12,1.73426E+12,1.73418E+12,1.73425E+12,0.162092492,0.163008676,0.153309214,0.156787114,145149630.3
1.73409E+12,1.73418E+12,1.73409E+12,1.73415E+12,0.163126675,0.164174443,0.158122931,0.162092492,160258381.9
1.734E+12,1.73409E+12,1.73404E+12,1.73408E+12,0.164457,0.172926437,0.160843407,0.163126675,269254218.5
1.73392E+12,1.734E+12,1.73398E+12,1.73393E+12,0.157278131,0.168340983,0.152156541,0.164457,242971275
1.73383E+12,1.73392E+12,1.73383E+12,1.7339E+12,0.165033209,0.166383083,0.149692597,0.157278131,376799077.8
1.73375E+12,1.73383E+12,1.73375E+12,1.73382E+12,0.188607232,0.189024093,0.154832616,0.165033209,383775010.7
1.73366E+12,1.73375E+12,1.73374E+12,1.73369E+12,0.186177547,0.189030639,0.179127535,0.188607232,269023652.5
1.73357E+12,1.73366E+12,1.73365E+12,1.7336E+12,0.17473661,0.187966484,0.168618285,0.184904602,408358135.1
1.73349E+12,1.73357E+12,1.73357E+12,1.73349E+12,0.15890093,0.175261417,0.158569637,0.17473661,349154313.4
1.7334E+12,1.73349E+12,1.73346E+12,1.73341E+12,0.158878281,0.163411509,0.153943372,0.159096074,260351646.1
1.73331E+12,1.7334E+12,1.73336E+12,1.7334E+12,0.159040728,0.165394154,0.157416866,0.158878281,293914852.4
1.73323E+12,1.73331E+12,1.73331E+12,1.73328E+12,0.158342381,0.159758785,0.149160371,0.159040728,278836608
1.73314E+12,1.73323E+12,1.73315E+12,1.73321E+12,0.169130195,0.171989937,0.15338079,0.158342024,285068124.3
1.73305E+12,1.73314E+12,1.73311E+12,1.73306E+12,0.161279519,0.169684296,0.157652022,0.169130195,225490758.8
1.73297E+12,1.73305E+12,1.733E+12,1.73297E+12,0.154293963,0.165104137,0.153488284,0.161279519,207403129.8
1.73288E+12,1.73297E+12,1.73296E+12,1.73291E+12,0.151810818,0.155816999,0.149151633,0.154293963,123157543.1
1.7328E+12,1.73288E+12,1.7328E+12,1.73285E+12,0.153556205,0.153585077,0.148316666,0.151810668,119933762.5
1.73271E+12,1.7328E+12,1.73279E+12,1.73275E+12,0.149091826,0.153654765,0.146410959,0.153556205,145180660.7
1.73262E+12,1.73271E+12,1.73263E+12,1.73266E+12,0.149736762,0.152434451,0.141934143,0.149091826,157670521.2
1.73254E+12,1.73262E+12,1.73258E+12,1.73262E+12,0.152391995,0.157652224,0.147138846,0.149736762,203746493
1.73245E+12,1.73254E+12,1.73245E+12,1.7325E+12,0.153595846,0.157542043,0.145199081,0.152393055,211094293.8
1.73236E+12,1.73245E+12,1.73241E+12,1.73244E+12,0.153606045,0.1644969,0.150609853,0.153595846,234395855.3
1.73228E+12,1.73236E+12,1.73236E+12,1.73233E+12,0.153358605,0.153724026,0.146109467,0.153605912,149519602
1.73219E+12,1.73228E+12,1.73224E+12,1.7322E+12,0.151836494,0.157140507,0.145477658,0.153358605,173223510.6
1.7321E+12,1.73219E+12,1.73213E+12,1.73217E+12,0.159302217,0.166312168,0.149637176,0.151836677,195482470.5
1.73202E+12,1.7321E+12,1.73206E+12,1.7321E+12,0.170663024,0.177822095,0.156232394,0.159302217,257362993
1.73193E+12,1.73202E+12,1.73197E+12,1.73193E+12,0.150207963,0.174730968,0.148926428,0.170663024,267672792.6
1.73184E+12,1.73193E+12,1.7319E+12,1.73185E+12,0.146707319,0.15556982,0.140746465,0.150207963,151486752.8
1.73176E+12,1.73184E+12,1.73179E+12,1.73176E+12,0.139052841,0.149029653,0.136161093,0.146707319,139816371.7
1.73167E+12,1.73176E+12,1.73175E+12,1.73173E+12,0.140187324,0.142434247,0.126884564,0.142417438,218531279.8
1.73159E+12,1.73167E+12,1.73165E+12,1.73164E+12,0.127874266,0.152427972,0.122369985,0.140187324,288612438.3
1.7315E+12,1.73159E+12,1.7315E+12,1.73158E+12,0.138833562,0.14131932,0.124381835,0.127874266,170666195.5
1.73141E+12,1.7315E+12,1.73141E+12,1.73146E+12,0.153070049,0.153136028,0.132602975,0.138833562,269448519
